"user_id","first_name","last_name","username","email","wallet","DOB","gender","updated_date","add_id","type","street_address","city","state","zipcode","bank_id","exp_date","inven_id","item_id","bought_price","quantity"
"Atg1Ajv2Ur","David","Paul","DavidPaultTB","DavidPaultTB@outlook.com","1581.320","1999-10-06 00:00:00","F","2021-04-27 21:23:25","u4EAaT0F6Q","work","998 st","Daton","OH","54438","g60bQ12wYE","2002-09-01 00:00:00","1N8s1LgqhS","2wBXSwxsCj","262.970","54.000"
"PTqWZS2er5","Billy","Candis","BillyCandis1MT","BillyCandis1MT@gmail.com","2541.450","2009-10-08 00:00:00","F","2021-04-27 21:23:27","UPPIQjracU","home","748 st","London","TX","64718","RvDI0cPDYw","2001-01-01 00:00:00","1xleBPYTZB","ZpRqyYvwjE","136.390","37.000"
"PTqWZS2er5","Billy","Candis","BillyCandis1MT","BillyCandis1MT@gmail.com","2541.450","2009-10-08 00:00:00","F","2021-04-27 21:23:27","UPPIQjracU","home","748 st","London","TX","64718","sHd0podyTd","1998-10-01 00:00:00","1xleBPYTZB","ZpRqyYvwjE","136.390","37.000"
"4zuARWM1oL","Ann","Billy","AnnBillyQNT","AnnBillyQNT@outlook.com","5728.800","2005-08-21 00:00:00","F","2021-04-27 21:23:25","gg78dt1IOn","work","162 st","London","OH","2266","KqpVUgoRYH","2002-11-01 00:00:00","273KuGFFBB","CJdB3nqBsi","700.740","95.000"
"4zuARWM1oL","Ann","Billy","AnnBillyQNT","AnnBillyQNT@outlook.com","5728.800","2005-08-21 00:00:00","F","2021-04-27 21:23:25","gg78dt1IOn","work","162 st","London","OH","2266","rmOY47bCRT","2006-05-01 00:00:00","273KuGFFBB","CJdB3nqBsi","700.740","95.000"
"JViQPVd375","Meghan","David","MeghanDavidoHr","MeghanDavidoHr@outlook.com","6868.970","1999-02-02 00:00:00","M","2021-04-27 21:23:26","hSyk3jcddd","home","004 st","New York","OH","56551","hX09VeRStS","1997-04-01 00:00:00","2bTddptcqx","ZpRqyYvwjE","136.390","27.000"
"JViQPVd375","Meghan","David","MeghanDavidoHr","MeghanDavidoHr@outlook.com","6868.970","1999-02-02 00:00:00","M","2021-04-27 21:23:26","lsbnGXtlow","home","895 st","Brooklyn","NY","94307","hX09VeRStS","1997-04-01 00:00:00","2bTddptcqx","ZpRqyYvwjE","136.390","27.000"
"n9QJbOwRov","Kim","Jake","KimJakegJ5","KimJakegJ5@icloud.com","8026.360","2010-05-12 00:00:00","F","2021-04-27 21:23:25","QBFPkPK2By","home","858 st","Dallas","OH","59875","4L4bIkMMeW","1992-01-01 00:00:00","2N3W6V9Tb0","2wBXSwxsCj","260.970","76.000"
"n9QJbOwRov","Kim","Jake","KimJakegJ5","KimJakegJ5@icloud.com","8026.360","2010-05-12 00:00:00","F","2021-04-27 21:23:25","QBFPkPK2By","home","858 st","Dallas","OH","59875","pe34LzMPvU","2007-06-01 00:00:00","2N3W6V9Tb0","2wBXSwxsCj","260.970","76.000"
"pyKAczyxZZ","Paul","David","PaulDavidekh","PaulDavidekh@icloud.com","2963.820","2005-10-12 00:00:00","M","2021-04-27 21:23:27","mpqutvbUiT","home","478 st","Buffalo","TX","98215","kDNUXtAzFg","2002-05-01 00:00:00","2p7PEavxtX","2wBXSwxsCj","262.970","6.000"
"pyKAczyxZZ","Paul","David","PaulDavidekh","PaulDavidekh@icloud.com","2963.820","2005-10-12 00:00:00","M","2021-04-27 21:23:27","mpqutvbUiT","home","478 st","Buffalo","TX","98215","PQUxFUsv2j","2002-02-01 00:00:00","2p7PEavxtX","2wBXSwxsCj","262.970","6.000"
"3Rrw0Zsfy1","David","Billy","DavidBillySX5","DavidBillySX5@icloud.com","4263.880","1992-11-03 00:00:00","M","2021-04-27 21:23:25","1enBNE8jYq","home","292 st","Brooklyn","NY","61175","dNbXbFJOMu","2004-03-01 00:00:00","2sFEWr39lc","2wBXSwxsCj","263.970","180.000"
"3Rrw0Zsfy1","David","Billy","DavidBillySX5","DavidBillySX5@icloud.com","4263.880","1992-11-03 00:00:00","M","2021-04-27 21:23:25","iJsb8HuSPq","work","381 st","Dallas","NY","69660","dNbXbFJOMu","2004-03-01 00:00:00","2sFEWr39lc","2wBXSwxsCj","263.970","180.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","HHh859zlkd","work","505 st","London","OH","65180","TsnJCYO7Tr","1996-09-01 00:00:00","3AnUKImzJ9","ZpRqyYvwjE","132.390","51.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","mr0nwv0pQa","work","386 st","Buffalo","NY","93117","TsnJCYO7Tr","1996-09-01 00:00:00","3AnUKImzJ9","ZpRqyYvwjE","132.390","51.000"
"2IT62zYLZ7","Kieth","Paul","KiethPaulMvv","KiethPaulMvv@yahoo.com","3844.140","1998-05-03 00:00:00","M","2021-04-27 21:23:26","bu1S50gSl8","home","211 st","Dallas","NY","49577","S94HvTeakr","1991-03-01 00:00:00","3E3y9XWsTN","CJdB3nqBsi","702.740","31.000"
"4qG4YJPVXS","Kieth","Meghan","KiethMeghanBJV","KiethMeghanBJV@outlook.com","3965.700","1992-07-01 00:00:00","F","2021-04-27 21:23:26","DJ1KdhE1RG","work","847 st","Daton","CA","25350","6mcOBxduIp","2000-07-01 00:00:00","3GhTLyW6jg","tC2QtGqfpj","617.270","8.000"
"4qG4YJPVXS","Kieth","Meghan","KiethMeghanBJV","KiethMeghanBJV@outlook.com","3965.700","1992-07-01 00:00:00","F","2021-04-27 21:23:26","s2Rew2QFeh","work","026 st","Buffalo","TX","55524","6mcOBxduIp","2000-07-01 00:00:00","3GhTLyW6jg","tC2QtGqfpj","617.270","8.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","HHh859zlkd","work","505 st","London","OH","65180","TsnJCYO7Tr","1996-09-01 00:00:00","40nQErZx8S","2wBXSwxsCj","257.970","24.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","mr0nwv0pQa","work","386 st","Buffalo","NY","93117","TsnJCYO7Tr","1996-09-01 00:00:00","40nQErZx8S","2wBXSwxsCj","257.970","24.000"
"WAmwcOTWj6","Kim","John","KimJohnFCu","KimJohnFCu@gmail.com","4865.480","2006-04-01 00:00:00","M","2021-04-27 21:23:25","aLknbmuzA2","work","244 st","Brooklyn","TX","37002","w6KMUO3UIq","1998-09-01 00:00:00","4aeDzN3nsP","2wBXSwxsCj","265.970","86.000"
"WAmwcOTWj6","Kim","John","KimJohnFCu","KimJohnFCu@gmail.com","4865.480","2006-04-01 00:00:00","M","2021-04-27 21:23:25","gY8JE58PU1","work","002 st","Buffalo","CA","38336","w6KMUO3UIq","1998-09-01 00:00:00","4aeDzN3nsP","2wBXSwxsCj","265.970","86.000"
"WAmwcOTWj6","Kim","John","KimJohnFCu","KimJohnFCu@gmail.com","4865.480","2006-04-01 00:00:00","M","2021-04-27 21:23:25","aLknbmuzA2","work","244 st","Brooklyn","TX","37002","wRTuy5JcYO","1991-01-01 00:00:00","4aeDzN3nsP","2wBXSwxsCj","265.970","86.000"
"WAmwcOTWj6","Kim","John","KimJohnFCu","KimJohnFCu@gmail.com","4865.480","2006-04-01 00:00:00","M","2021-04-27 21:23:25","gY8JE58PU1","work","002 st","Buffalo","CA","38336","wRTuy5JcYO","1991-01-01 00:00:00","4aeDzN3nsP","2wBXSwxsCj","265.970","86.000"
"Sue2eL22Gd","David","Rene","DavidReneOQY","DavidReneOQY@icloud.com","2962.600","1995-03-12 00:00:00","M","2021-04-27 21:23:27","GvhtN68ESQ","home","875 st","Dallas","NY","30853","dEN3ihv1hj","2001-03-01 00:00:00","4IZhPd4rco","CJdB3nqBsi","703.740","96.000"
"Sue2eL22Gd","David","Rene","DavidReneOQY","DavidReneOQY@icloud.com","2962.600","1995-03-12 00:00:00","M","2021-04-27 21:23:27","GvhtN68ESQ","home","875 st","Dallas","NY","30853","JJYVkGxkQ6","2003-05-01 00:00:00","4IZhPd4rco","CJdB3nqBsi","703.740","96.000"
"n9QJbOwRov","Kim","Jake","KimJakegJ5","KimJakegJ5@icloud.com","8026.360","2010-05-12 00:00:00","F","2021-04-27 21:23:25","QBFPkPK2By","home","858 st","Dallas","OH","59875","4L4bIkMMeW","1992-01-01 00:00:00","56UvwptD8e","ZpRqyYvwjE","139.390","42.000"
"n9QJbOwRov","Kim","Jake","KimJakegJ5","KimJakegJ5@icloud.com","8026.360","2010-05-12 00:00:00","F","2021-04-27 21:23:25","QBFPkPK2By","home","858 st","Dallas","OH","59875","pe34LzMPvU","2007-06-01 00:00:00","56UvwptD8e","ZpRqyYvwjE","139.390","42.000"
"xOLUxjswYg","John","Kiran","JohnKirancnP","JohnKirancnP@outlook.com","4410.260","1993-07-20 00:00:00","F","2021-04-27 21:23:26","Krv37zSFZm","work","843 st","Buffalo","OH","43233","j93IpyYApP","1998-02-01 00:00:00","5c3jNbOwBw","2wBXSwxsCj","261.970","64.000"
"xOLUxjswYg","John","Kiran","JohnKirancnP","JohnKirancnP@outlook.com","4410.260","1993-07-20 00:00:00","F","2021-04-27 21:23:26","tdJK3NyXQI","work","128 st","New York","CA","69239","j93IpyYApP","1998-02-01 00:00:00","5c3jNbOwBw","2wBXSwxsCj","261.970","64.000"
"E8uVwVNtgD","Meghan","Ann","MeghanAnnp2x","MeghanAnnp2x@gmail.com","2496.650","2008-02-10 00:00:00","F","2021-04-27 21:23:27","8gQjgzDLmq","home","721 st","London","NY","27322","MM2vPQQsAr","1993-02-01 00:00:00","5tSwPfaj96","ZpRqyYvwjE","129.390","17.000"
"E8uVwVNtgD","Meghan","Ann","MeghanAnnp2x","MeghanAnnp2x@gmail.com","2496.650","2008-02-10 00:00:00","F","2021-04-27 21:23:27","CL4Dp6EWbg","home","629 st","Buffalo","NY","43663","MM2vPQQsAr","1993-02-01 00:00:00","5tSwPfaj96","ZpRqyYvwjE","129.390","17.000"
"vcuU00ZbHE","Ann","Sai","AnnSaijgK","AnnSaijgK@yahoo.com","6912.670","2005-12-28 00:00:00","M","2021-04-27 21:23:25","jYVlVv2Zhe","home","651 st","Daton","TX","20619","STAXWWsSwa","2002-10-01 00:00:00","68iHKzJsMj","2wBXSwxsCj","260.970","17.000"
"v3JUs3D1Wz","Sai","Sai","SaiSait60","SaiSait60@yahoo.com","3561.660","2000-11-02 00:00:00","M","2021-04-27 21:23:26","dD4hK4VO2v","work","390 st","Brooklyn","NY","71672","HYnoPsK1sb","2000-04-01 00:00:00","6zGkdskKxc","CJdB3nqBsi","699.740","15.000"
"mnGcnPNxsl","David","Sai","DavidSaipl4","DavidSaipl4@yahoo.com","852.490","2002-05-14 00:00:00","M","2021-04-27 21:23:24","jIiCwRMokt","work","832 st","New York","TX","62784","QhZuhkHFfr","1994-11-01 00:00:00","75Axn1Lclk","2wBXSwxsCj","263.970","185.000"
"mnGcnPNxsl","David","Sai","DavidSaipl4","DavidSaipl4@yahoo.com","852.490","2002-05-14 00:00:00","M","2021-04-27 21:23:24","jIiCwRMokt","work","832 st","New York","TX","62784","ZesTB9sUTt","1997-02-01 00:00:00","75Axn1Lclk","2wBXSwxsCj","263.970","185.000"
"0WJu22uEjq","Ann","Kim","AnnKimKxT","AnnKimKxT@outlook.com","5518.650","2001-04-01 00:00:00","F","2021-04-27 21:23:27","kKmC0xHOTL","home","658 st","Brooklyn","CA","83058","uUEAfiHo1L","1994-08-01 00:00:00","7IpUsBlZqf","ZpRqyYvwjE","133.390","87.000"
"0WJu22uEjq","Ann","Kim","AnnKimKxT","AnnKimKxT@outlook.com","5518.650","2001-04-01 00:00:00","F","2021-04-27 21:23:27","rh031w1nk3","home","083 st","London","CA","30822","uUEAfiHo1L","1994-08-01 00:00:00","7IpUsBlZqf","ZpRqyYvwjE","133.390","87.000"
"g86xuWgacL","John","Candis","JohnCandisVA7","JohnCandisVA7@yahoo.com","629.500","1992-04-20 00:00:00","F","2021-04-27 21:23:25","z5PHeiGix0","work","652 st","Buffalo","NY","20661","zfzPb82FVr","1995-02-01 00:00:00","7mDQokv6z7","CJdB3nqBsi","702.740","80.000"
"tBNaQPFjC3","Kiran","Doe","KiranDoepkE","KiranDoepkE@gmail.com","8665.150","2005-09-27 00:00:00","F","2021-04-27 21:23:24","vfbtcEFAbp","work","306 st","Daton","CA","41852","ysRSA9roXx","2009-08-01 00:00:00","7oXzojR4b2","2wBXSwxsCj","266.970","86.000"
"7KUa2vTqIP","Rene","Paul","RenePaulAfZ","RenePaulAfZ@icloud.com","1594.860","2005-03-21 00:00:00","F","2021-04-27 21:23:26","6VOcsLfO0V","work","931 st","Dallas","NY","97809","gV7OYOb69B","1991-03-01 00:00:00","7YDwy7botE","2wBXSwxsCj","261.970","68.000"
"7KUa2vTqIP","Rene","Paul","RenePaulAfZ","RenePaulAfZ@icloud.com","1594.860","2005-03-21 00:00:00","F","2021-04-27 21:23:26","6VOcsLfO0V","work","931 st","Dallas","NY","97809","n7FqRcxrhY","1997-08-01 00:00:00","7YDwy7botE","2wBXSwxsCj","261.970","68.000"
"Jncr7UhmTZ","Kiran","Kieth","KiranKieth9jd","KiranKieth9jd@yahoo.com","3475.960","1998-07-01 00:00:00","F","2021-04-27 21:23:25","7AybiYEPwg","work","002 st","New York","NY","49449","BDJXic4Gby","2007-10-01 00:00:00","7yJfXSoJVM","ZpRqyYvwjE","137.390","144.000"
"Jncr7UhmTZ","Kiran","Kieth","KiranKieth9jd","KiranKieth9jd@yahoo.com","3475.960","1998-07-01 00:00:00","F","2021-04-27 21:23:25","7AybiYEPwg","work","002 st","New York","NY","49449","ySX3g3LjpT","1992-03-01 00:00:00","7yJfXSoJVM","ZpRqyYvwjE","137.390","144.000"
"yMEMrN1x5u","Kieth","David","KiethDavidYNy","KiethDavidYNy@icloud.com","3534.830","2008-07-08 00:00:00","M","2021-04-27 21:23:25","wpflmf7ajx","home","876 st","Dallas","NY","20835","cZ5eajaBo6","2001-07-01 00:00:00","7ZWUpFXPww","ZpRqyYvwjE","133.390","198.000"
"yMEMrN1x5u","Kieth","David","KiethDavidYNy","KiethDavidYNy@icloud.com","3534.830","2008-07-08 00:00:00","M","2021-04-27 21:23:25","yWqMMKG2wR","work","818 st","London","OH","16354","cZ5eajaBo6","2001-07-01 00:00:00","7ZWUpFXPww","ZpRqyYvwjE","133.390","198.000"
"yMEMrN1x5u","Kieth","David","KiethDavidYNy","KiethDavidYNy@icloud.com","3534.830","2008-07-08 00:00:00","M","2021-04-27 21:23:25","wpflmf7ajx","home","876 st","Dallas","NY","20835","kj000hzE9W","1996-06-01 00:00:00","7ZWUpFXPww","ZpRqyYvwjE","133.390","198.000"
"yMEMrN1x5u","Kieth","David","KiethDavidYNy","KiethDavidYNy@icloud.com","3534.830","2008-07-08 00:00:00","M","2021-04-27 21:23:25","yWqMMKG2wR","work","818 st","London","OH","16354","kj000hzE9W","1996-06-01 00:00:00","7ZWUpFXPww","ZpRqyYvwjE","133.390","198.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","HHh859zlkd","work","505 st","London","OH","65180","TsnJCYO7Tr","1996-09-01 00:00:00","89f7dHnMRN","CJdB3nqBsi","705.740","219.000"
"QylXd45RhI","Sai","David","SaiDavidMQr","SaiDavidMQr@outlook.com","3530.510","2003-06-28 00:00:00","F","2021-04-27 21:23:25","mr0nwv0pQa","work","386 st","Buffalo","NY","93117","TsnJCYO7Tr","1996-09-01 00:00:00","89f7dHnMRN","CJdB3nqBsi","705.740","219.000"
"OKPpl78N5O","Paul","Doe","PaulDoegGJ","PaulDoegGJ@gmail.com","5721.110","1999-04-19 00:00:00","M","2021-04-27 21:23:24","PDJpjxGTPz","work","139 st","Dallas","NY","6858","M3v6uL8YOr","2010-05-01 00:00:00","8bINS8VvEp","tC2QtGqfpj","611.270","84.000"
"OKPpl78N5O","Paul","Doe","PaulDoegGJ","PaulDoegGJ@gmail.com","5721.110","1999-04-19 00:00:00","M","2021-04-27 21:23:24","PDJpjxGTPz","work","139 st","Dallas","NY","6858","XWW7YdGFNQ","1997-04-01 00:00:00","8bINS8VvEp","tC2QtGqfpj","611.270","84.000"
"UQRisBteSy","Ann","Sai","AnnSailtm","AnnSailtm@gmail.com","392.840","1992-08-09 00:00:00","F","2021-04-27 21:23:26","dQuSxfFt0u","home","527 st","Brooklyn","OH","16290","yFV6xqAjyb","1998-10-01 00:00:00","8gqTG7FxgK","CJdB3nqBsi","709.740","43.000"
"UQRisBteSy","Ann","Sai","AnnSailtm","AnnSailtm@gmail.com","392.840","1992-08-09 00:00:00","F","2021-04-27 21:23:26","qXlHGMeZ2m","work","552 st","Daton","OH","14915","yFV6xqAjyb","1998-10-01 00:00:00","8gqTG7FxgK","CJdB3nqBsi","709.740","43.000"
"0WJu22uEjq","Ann","Kim","AnnKimKxT","AnnKimKxT@outlook.com","5518.650","2001-04-01 00:00:00","F","2021-04-27 21:23:27","kKmC0xHOTL","home","658 st","Brooklyn","CA","83058","uUEAfiHo1L","1994-08-01 00:00:00","8MJMU7iDSC","CJdB3nqBsi","702.740","126.000"
"0WJu22uEjq","Ann","Kim","AnnKimKxT","AnnKimKxT@outlook.com","5518.650","2001-04-01 00:00:00","F","2021-04-27 21:23:27","rh031w1nk3","home","083 st","London","CA","30822","uUEAfiHo1L","1994-08-01 00:00:00","8MJMU7iDSC","CJdB3nqBsi","702.740","126.000"
"3VWW9Er2dz","Candis","Doe","CandisDoe2g3","CandisDoe2g3@icloud.com","8310.790","1992-12-25 00:00:00","F","2021-04-27 21:23:25","ZH3UKewW4e","home","922 st","Buffalo","OH","35357","043y2Ud7fB","2009-09-01 00:00:00","8OljInyBvE","ZpRqyYvwjE","139.390","115.000"
"3VWW9Er2dz","Candis","Doe","CandisDoe2g3","CandisDoe2g3@icloud.com","8310.790","1992-12-25 00:00:00","F","2021-04-27 21:23:25","ZH3UKewW4e","home","922 st","Buffalo","OH","35357","Oz66XcjWlS","1991-06-01 00:00:00","8OljInyBvE","ZpRqyYvwjE","139.390","115.000"
"WfxBwW49ux","Rene","Rene","ReneReneUbf","ReneReneUbf@gmail.com","7936.190","1994-08-16 00:00:00","M","2021-04-27 21:23:27","BAcyOEZPcS","home","689 st","Brooklyn","NY","49474","B1FvOXaVhA","1992-10-01 00:00:00","8qYqeJ6QJw","ZpRqyYvwjE","138.390","96.000"
"WfxBwW49ux","Rene","Rene","ReneReneUbf","ReneReneUbf@gmail.com","7936.190","1994-08-16 00:00:00","M","2021-04-27 21:23:27","EM2x3CLOPQ","home","377 st","London","NY","8713","B1FvOXaVhA","1992-10-01 00:00:00","8qYqeJ6QJw","ZpRqyYvwjE","138.390","96.000"
"WfxBwW49ux","Rene","Rene","ReneReneUbf","ReneReneUbf@gmail.com","7936.190","1994-08-16 00:00:00","M","2021-04-27 21:23:27","BAcyOEZPcS","home","689 st","Brooklyn","NY","49474","tpSjrpy7Ka","1995-07-01 00:00:00","8qYqeJ6QJw","ZpRqyYvwjE","138.390","96.000"
"WfxBwW49ux","Rene","Rene","ReneReneUbf","ReneReneUbf@gmail.com","7936.190","1994-08-16 00:00:00","M","2021-04-27 21:23:27","EM2x3CLOPQ","home","377 st","London","NY","8713","tpSjrpy7Ka","1995-07-01 00:00:00","8qYqeJ6QJw","ZpRqyYvwjE","138.390","96.000"
"TJ41SSUq6q","Kiran","Rene","KiranReneQfz","KiranReneQfz@yahoo.com","26054.850","1993-02-01 00:00:00","M","2021-04-27 21:23:26","t8xsA9VvAR","home","600 st","Brooklyn","NY","94813","cudugKiFrS","2006-12-01 00:00:00","8xu94Ls2TZ","ZpRqyYvwjE","139.390","121.000"
"TJ41SSUq6q","Kiran","Rene","KiranReneQfz","KiranReneQfz@yahoo.com","26054.850","1993-02-01 00:00:00","M","2021-04-27 21:23:26","TZrVui6RtR","home","791 st","Buffalo","TX","45471","cudugKiFrS","2006-12-01 00:00:00","8xu94Ls2TZ","ZpRqyYvwjE","139.390","121.000"
"TJ41SSUq6q","Kiran","Rene","KiranReneQfz","KiranReneQfz@yahoo.com","26054.850","1993-02-01 00:00:00","M","2021-04-27 21:23:26","t8xsA9VvAR","home","600 st","Brooklyn","NY","94813","tRlBe4k7mu","2004-05-01 00:00:00","8xu94Ls2TZ","ZpRqyYvwjE","139.390","121.000"
"TJ41SSUq6q","Kiran","Rene","KiranReneQfz","KiranReneQfz@yahoo.com","26054.850","1993-02-01 00:00:00","M","2021-04-27 21:23:26","TZrVui6RtR","home","791 st","Buffalo","TX","45471","tRlBe4k7mu","2004-05-01 00:00:00","8xu94Ls2TZ","ZpRqyYvwjE","139.390","121.000"
"R7XBuTKNlO","John","David","JohnDavidFk3","JohnDavidFk3@outlook.com","6908.650","2010-05-17 00:00:00","F","2021-04-27 21:23:25","mOwD8F7w3M","work","718 st","Brooklyn","TX","665","l9l5veJqAU","1993-10-01 00:00:00","9OTshNOiGF","tC2QtGqfpj","618.270","23.000"
"XXde7Nm02y","Malena","John","MalenaJohnfRx","MalenaJohnfRx@outlook.com","2012.470","2001-04-13 00:00:00","F","2021-04-27 21:23:27","97dziWthCB","work","928 st","New York","TX","6730","LWUVt1SGET","2005-12-01 00:00:00","9qKqH8yyIn","tC2QtGqfpj","612.270","41.000"
"XXde7Nm02y","Malena","John","MalenaJohnfRx","MalenaJohnfRx@outlook.com","2012.470","2001-04-13 00:00:00","F","2021-04-27 21:23:27","Nkiv0qAcce","work","339 st","New York","TX","81406","LWUVt1SGET","2005-12-01 00:00:00","9qKqH8yyIn","tC2QtGqfpj","612.270","41.000"
"XXde7Nm02y","Malena","John","MalenaJohnfRx","MalenaJohnfRx@outlook.com","2012.470","2001-04-13 00:00:00","F","2021-04-27 21:23:27","97dziWthCB","work","928 st","New York","TX","6730","MHCzbavM2C","1992-07-01 00:00:00","9qKqH8yyIn","tC2QtGqfpj","612.270","41.000"
"XXde7Nm02y","Malena","John","MalenaJohnfRx","MalenaJohnfRx@outlook.com","2012.470","2001-04-13 00:00:00","F","2021-04-27 21:23:27","Nkiv0qAcce","work","339 st","New York","TX","81406","MHCzbavM2C","1992-07-01 00:00:00","9qKqH8yyIn","tC2QtGqfpj","612.270","41.000"
"gGCrdue8Dw","Doe","Billy","DoeBillyFRY","DoeBillyFRY@outlook.com","11228.540","1997-03-16 00:00:00","M","2021-04-27 21:23:26","E1SMlFCJh7","work","763 st","New York","TX","81775","rsaX1pTO4x","2008-12-01 00:00:00","Ae0EhDZ5Lk","tC2QtGqfpj","620.270","22.000"
"gGCrdue8Dw","Doe","Billy","DoeBillyFRY","DoeBillyFRY@outlook.com","11228.540","1997-03-16 00:00:00","M","2021-04-27 21:23:26","NDhdvFrzhB","work","590 st","Brooklyn","CA","56217","rsaX1pTO4x","2008-12-01 00:00:00","Ae0EhDZ5Lk","tC2QtGqfpj","620.270","22.000"
"gGCrdue8Dw","Doe","Billy","DoeBillyFRY","DoeBillyFRY@outlook.com","11228.540","1997-03-16 00:00:00","M","2021-04-27 21:23:26","E1SMlFCJh7","work","763 st","New York","TX","81775","SyQbPtgfKq","2002-04-01 00:00:00","Ae0EhDZ5Lk","tC2QtGqfpj","620.270","22.000"
"gGCrdue8Dw","Doe","Billy","DoeBillyFRY","DoeBillyFRY@outlook.com","11228.540","1997-03-16 00:00:00","M","2021-04-27 21:23:26","NDhdvFrzhB","work","590 st","Brooklyn","CA","56217","SyQbPtgfKq","2002-04-01 00:00:00","Ae0EhDZ5Lk","tC2QtGqfpj","620.270","22.000"
"bbXjckG757","John","Kieth","JohnKiethlwH","JohnKiethlwH@outlook.com","1332.210","1997-12-22 00:00:00","M","2021-04-27 21:23:27","ZLnb5WOEFj","home","148 st","London","OH","59766","bk4bZ4qByk","2000-05-01 00:00:00","agWIajaYs1","ZpRqyYvwjE","131.390","99.000"
