"user_id","first_name","last_name","username","email","wallet","DATE(u.DOB)","gender","DATE(u.updated_date)","add_id","type","street_address","city","state","zipcode","bank_id","DATE(b.exp_date)","inven_id","item_id","bought_price","quantity"
"AUvmERcHJV","John","Jake","JohnJakeepj","JohnJakeepj@yahoo.com","4282.310","1991-08-23","F","2021-04-29","SK0QhJuWLl","home","276 st","London","OH","4092","SeNdkgd6iY","2000-05-01","1JLH53GXMW","CJdB3nqBsi","699.480","146.000"
"AUvmERcHJV","John","Jake","JohnJakeepj","JohnJakeepj@yahoo.com","4282.310","1991-08-23","F","2021-04-29","SK0QhJuWLl","home","276 st","London","OH","4092","Y39W1nStN3","1996-01-01","1JLH53GXMW","CJdB3nqBsi","699.480","146.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","Ca84oJPTaO","home","049 st","New York","OH","81048","s5UrhwUtER","2002-09-01","1nFwUhzIpd","CJdB3nqBsi","696.480","21.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","NWLrVAML6Z","work","683 st","London","TX","65383","s5UrhwUtER","2002-09-01","1nFwUhzIpd","CJdB3nqBsi","696.480","21.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","Ca84oJPTaO","home","049 st","New York","OH","81048","zT7MKpkQ04","1997-03-01","1nFwUhzIpd","CJdB3nqBsi","696.480","21.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","NWLrVAML6Z","work","683 st","London","TX","65383","zT7MKpkQ04","1997-03-01","1nFwUhzIpd","CJdB3nqBsi","696.480","21.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","jKZNuqp8gg","home","578 st","London","OH","32280","9p8o8QQIEW","2001-09-01","1rRBppvuZ2","tC2QtGqfpj","612.300","168.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","LnPLlw2aTi","home","944 st","New York","CA","64322","9p8o8QQIEW","2001-09-01","1rRBppvuZ2","tC2QtGqfpj","612.300","168.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","jKZNuqp8gg","home","578 st","London","OH","32280","XwIQOVlKPp","2002-07-01","1rRBppvuZ2","tC2QtGqfpj","612.300","168.000"
"k6oknsVR6z","Ann","John","AnnJohnsGj","AnnJohnsGj@yahoo.com","7409.180","2008-05-11","M","2021-04-29","LnPLlw2aTi","home","944 st","New York","CA","64322","XwIQOVlKPp","2002-07-01","1rRBppvuZ2","tC2QtGqfpj","612.300","168.000"
"u4A25AFBsy","John","Kim","JohnKimufb","JohnKimufb@gmail.com","7936.550","2001-05-23","F","2021-04-29","1xplxrWVkt","work","468 st","London","OH","83732","DMRZQeExFX","1996-06-01","1YTGOQKZBx","ZpRqyYvwjE","140.180","8.000"
"u4A25AFBsy","John","Kim","JohnKimufb","JohnKimufb@gmail.com","7936.550","2001-05-23","F","2021-04-29","2PUhLT49Ko","home","753 st","Daton","NY","99207","DMRZQeExFX","1996-06-01","1YTGOQKZBx","ZpRqyYvwjE","140.180","8.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","6NS11RdILi","work","066 st","Daton","TX","25596","mseVjLJrzM","2003-09-01","208IceNxSJ","ZpRqyYvwjE","135.180","35.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","jhvQXKfxDB","home","961 st","Dallas","NY","13324","mseVjLJrzM","2003-09-01","208IceNxSJ","ZpRqyYvwjE","135.180","35.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","6NS11RdILi","work","066 st","Daton","TX","25596","PK3wGV6sxj","2001-09-01","208IceNxSJ","ZpRqyYvwjE","135.180","35.000"
"c2RAWQmXgt","Paul","Rene","PaulRenewvC","PaulRenewvC@yahoo.com","11367.490","1998-02-14","M","2021-04-29","jhvQXKfxDB","home","961 st","Dallas","NY","13324","PK3wGV6sxj","2001-09-01","208IceNxSJ","ZpRqyYvwjE","135.180","35.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","kBAyEgDYBE","1996-08-01","2vdNEziJ9p","2wBXSwxsCj","254.810","23.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","LUtTYUw4mq","2005-11-01","2vdNEziJ9p","2wBXSwxsCj","254.810","23.000"
"XDk08irEFy","Malena","Meghan","MalenaMeghanc8b","MalenaMeghanc8b@outlook.com","38761.220","2003-08-20","M","2021-04-29","uWmufvTOp3","home","702 st","New York","CA","85497","HrbzzNKboY","2009-06-01","3KlFGVnXS5","ZpRqyYvwjE","138.180","6.000"
"P0MycuOPDd","Doe","Paul","DoePaul10i","DoePaul10i@gmail.com","4263.510","2003-01-22","F","2021-04-29","OVH2Y1VqJY","work","730 st","Dallas","OH","41698","3KSjqxCfyR","1994-11-01","4bH0RujJA1","2wBXSwxsCj","250.810","109.000"
"P0MycuOPDd","Doe","Paul","DoePaul10i","DoePaul10i@gmail.com","4263.510","2003-01-22","F","2021-04-29","OVH2Y1VqJY","work","730 st","Dallas","OH","41698","vyccncNkst","1998-09-01","4bH0RujJA1","2wBXSwxsCj","250.810","109.000"
"qXnyyG7OiP","Meghan","Paul","MeghanPaulBNQ","MeghanPaulBNQ@gmail.com","11983.390","2004-12-22","M","2021-04-29","aDv706eiSU","work","436 st","London","NY","15890","m8GHdeTjXg","1996-01-01","4egxQZXWyu","ZpRqyYvwjE","137.180","123.000"
"qXnyyG7OiP","Meghan","Paul","MeghanPaulBNQ","MeghanPaulBNQ@gmail.com","11983.390","2004-12-22","M","2021-04-29","UHg8fBw17G","home","314 st","Brooklyn","CA","42944","m8GHdeTjXg","1996-01-01","4egxQZXWyu","ZpRqyYvwjE","137.180","123.000"
"qXnyyG7OiP","Meghan","Paul","MeghanPaulBNQ","MeghanPaulBNQ@gmail.com","11983.390","2004-12-22","M","2021-04-29","aDv706eiSU","work","436 st","London","NY","15890","sP3qgJ7nY8","2010-10-01","4egxQZXWyu","ZpRqyYvwjE","137.180","123.000"
"qXnyyG7OiP","Meghan","Paul","MeghanPaulBNQ","MeghanPaulBNQ@gmail.com","11983.390","2004-12-22","M","2021-04-29","UHg8fBw17G","home","314 st","Brooklyn","CA","42944","sP3qgJ7nY8","2010-10-01","4egxQZXWyu","ZpRqyYvwjE","137.180","123.000"
"7oFKoSswoZ","Candis","Kiran","CandisKiranTSc","CandisKiranTSc@gmail.com","49793.470","1992-09-12","M","2021-04-29","IRMEyrjLiM","home","624 st","New York","CA","97918","r3bo7u8AqG","2002-01-01","55moxtc2Vs","2wBXSwxsCj","255.810","20.000"
"7oFKoSswoZ","Candis","Kiran","CandisKiranTSc","CandisKiranTSc@gmail.com","49793.470","1992-09-12","M","2021-04-29","iz29Za2mqm","home","436 st","New York","CA","60244","r3bo7u8AqG","2002-01-01","55moxtc2Vs","2wBXSwxsCj","255.810","20.000"
"u4A25AFBsy","John","Kim","JohnKimufb","JohnKimufb@gmail.com","7936.550","2001-05-23","F","2021-04-29","1xplxrWVkt","work","468 st","London","OH","83732","DMRZQeExFX","1996-06-01","56ISmNCmMp","tC2QtGqfpj","616.300","138.000"
"u4A25AFBsy","John","Kim","JohnKimufb","JohnKimufb@gmail.com","7936.550","2001-05-23","F","2021-04-29","2PUhLT49Ko","home","753 st","Daton","NY","99207","DMRZQeExFX","1996-06-01","56ISmNCmMp","tC2QtGqfpj","616.300","138.000"
"sfqYuhw28u","Paul","Kieth","PaulKiethtpc","PaulKiethtpc@icloud.com","4979.240","1998-11-18","F","2021-04-29","BcbBiymgIT","work","313 st","Daton","NY","44618","Rqw64n6whJ","2010-11-01","5AXrNXpDC8","CJdB3nqBsi","698.480","19.000"
"sfqYuhw28u","Paul","Kieth","PaulKiethtpc","PaulKiethtpc@icloud.com","4979.240","1998-11-18","F","2021-04-29","fIKkQueCWB","home","553 st","Daton","NY","21505","Rqw64n6whJ","2010-11-01","5AXrNXpDC8","CJdB3nqBsi","698.480","19.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","cHXlRKzUum","work","004 st","Dallas","NY","38553","Fee6ZcLvsR","2010-07-01","5GPg21JnDk","CJdB3nqBsi","701.480","54.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","LaegRve1kk","work","849 st","Buffalo","TX","5627","Fee6ZcLvsR","2010-07-01","5GPg21JnDk","CJdB3nqBsi","701.480","54.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","cHXlRKzUum","work","004 st","Dallas","NY","38553","rqnzbKoLUP","1994-12-01","5GPg21JnDk","CJdB3nqBsi","701.480","54.000"
"dZwbyZKgB6","Jake","Rene","JakeReneXEY","JakeReneXEY@yahoo.com","6574.780","2002-06-26","F","2021-04-29","LaegRve1kk","work","849 st","Buffalo","TX","5627","rqnzbKoLUP","1994-12-01","5GPg21JnDk","CJdB3nqBsi","701.480","54.000"
"7e2KTiuS3K","Malena","Meghan","MalenaMeghan762","MalenaMeghan762@icloud.com","2350.910","1993-12-23","M","2021-04-29","XGoTeNwsNl","work","529 st","Buffalo","OH","25903","3XrDGQCEAm","1990-11-01","5lfwHHf2PX","2wBXSwxsCj","256.810","4.000"
"7e2KTiuS3K","Malena","Meghan","MalenaMeghan762","MalenaMeghan762@icloud.com","2350.910","1993-12-23","M","2021-04-29","XGoTeNwsNl","work","529 st","Buffalo","OH","25903","GUm3KvHuWV","2003-07-01","5lfwHHf2PX","2wBXSwxsCj","256.810","4.000"
"thnA3GB7HO","Jake","John","JakeJohnpQh","JakeJohnpQh@outlook.com","5085.600","2006-04-04","M","2021-04-29","3gWum2yP5N","work","862 st","Daton","TX","83983","C7bKGZm4jn","2004-10-01","5MRqvhFVte","tC2QtGqfpj","614.300","19.000"
"thnA3GB7HO","Jake","John","JakeJohnpQh","JakeJohnpQh@outlook.com","5085.600","2006-04-04","M","2021-04-29","JKvKjsIuwx","work","741 st","New York","OH","31530","C7bKGZm4jn","2004-10-01","5MRqvhFVte","tC2QtGqfpj","614.300","19.000"
"Eo3kcdTase","John","Meghan","JohnMeghanVpm","JohnMeghanVpm@outlook.com","11649.070","2001-04-06","F","2021-04-29","X0L9tjGUj6","work","075 st","New York","NY","40142","2j25sif8sd","2001-11-01","5ogFhdxZ9U","ZpRqyYvwjE","139.180","81.000"
"Eo3kcdTase","John","Meghan","JohnMeghanVpm","JohnMeghanVpm@outlook.com","11649.070","2001-04-06","F","2021-04-29","X0L9tjGUj6","work","075 st","New York","NY","40142","ReN8ntBY7R","2002-10-01","5ogFhdxZ9U","ZpRqyYvwjE","139.180","81.000"
"QYrjKAWqHE","David","Paul","DavidPaulWFc","DavidPaulWFc@icloud.com","3061.800","2008-05-18","F","2021-04-29","IAwgm37gIJ","home","599 st","Daton","TX","81073","d95wouuZRm","2010-06-01","5qLWDv2V58","ZpRqyYvwjE","135.180","63.000"
"QYrjKAWqHE","David","Paul","DavidPaulWFc","DavidPaulWFc@icloud.com","3061.800","2008-05-18","F","2021-04-29","IAwgm37gIJ","home","599 st","Daton","TX","81073","HeseyAsStC","2004-06-01","5qLWDv2V58","ZpRqyYvwjE","135.180","63.000"
"7oFKoSswoZ","Candis","Kiran","CandisKiranTSc","CandisKiranTSc@gmail.com","49793.470","1992-09-12","M","2021-04-29","IRMEyrjLiM","home","624 st","New York","CA","97918","r3bo7u8AqG","2002-01-01","5Tdx7DPL7G","tC2QtGqfpj","611.300","61.000"
"7oFKoSswoZ","Candis","Kiran","CandisKiranTSc","CandisKiranTSc@gmail.com","49793.470","1992-09-12","M","2021-04-29","iz29Za2mqm","home","436 st","New York","CA","60244","r3bo7u8AqG","2002-01-01","5Tdx7DPL7G","tC2QtGqfpj","611.300","61.000"
"Bs7DdEXO3o","Rene","Meghan","ReneMeghanW5e","ReneMeghanW5e@icloud.com","619.910","1991-09-24","F","2021-04-29","GCHW4BnZa4","work","404 st","Brooklyn","CA","15915","eLzIOFHxIf","2004-11-01","6d255aUg10","2wBXSwxsCj","250.810","150.000"
"Bs7DdEXO3o","Rene","Meghan","ReneMeghanW5e","ReneMeghanW5e@icloud.com","619.910","1991-09-24","F","2021-04-29","H55LCVFN9m","work","738 st","London","TX","51174","eLzIOFHxIf","2004-11-01","6d255aUg10","2wBXSwxsCj","250.810","150.000"
"Bs7DdEXO3o","Rene","Meghan","ReneMeghanW5e","ReneMeghanW5e@icloud.com","619.910","1991-09-24","F","2021-04-29","GCHW4BnZa4","work","404 st","Brooklyn","CA","15915","hqvPHvMrQb","2003-06-01","6d255aUg10","2wBXSwxsCj","250.810","150.000"
"Bs7DdEXO3o","Rene","Meghan","ReneMeghanW5e","ReneMeghanW5e@icloud.com","619.910","1991-09-24","F","2021-04-29","H55LCVFN9m","work","738 st","London","TX","51174","hqvPHvMrQb","2003-06-01","6d255aUg10","2wBXSwxsCj","250.810","150.000"
"XDk08irEFy","Malena","Meghan","MalenaMeghanc8b","MalenaMeghanc8b@outlook.com","38761.220","2003-08-20","M","2021-04-29","uWmufvTOp3","home","702 st","New York","CA","85497","HrbzzNKboY","2009-06-01","6OGFfj1oB5","GlkQDcXp4O","3510.270","63.000"
"gYjZVtCJkk","David","Kim","DavidKimzvP","DavidKimzvP@outlook.com","3241.700","2005-04-18","M","2021-04-29","Epwen81PNr","work","443 st","Daton","TX","36857","gBUb5qsZMi","2000-02-01","6x4vnHiPfB","tC2QtGqfpj","613.300","138.000"
"MQI6vVxzY6","Kim","Kim","KimKimMMc","KimKimMMc@yahoo.com","26909.820","2008-05-12","F","2021-04-29","GewSPeMPjN","work","283 st","Dallas","OH","30354","v8s8TUw8XK","2005-02-01","7JlLLQLvet","ZpRqyYvwjE","138.180","165.000"
"MQI6vVxzY6","Kim","Kim","KimKimMMc","KimKimMMc@yahoo.com","26909.820","2008-05-12","F","2021-04-29","kbgQK1D9re","work","464 st","Brooklyn","TX","42776","v8s8TUw8XK","2005-02-01","7JlLLQLvet","ZpRqyYvwjE","138.180","165.000"
"UNRBd5PzlT","Kieth","Rene","KiethRenebuh","KiethRenebuh@outlook.com","1830.650","1993-09-01","F","2021-04-29","mN8bnhcIbe","home","821 st","Buffalo","TX","20713","6jBEyCanLW","2002-08-01","7pFYfU2Q5d","tC2QtGqfpj","617.300","74.000"
"UNRBd5PzlT","Kieth","Rene","KiethRenebuh","KiethRenebuh@outlook.com","1830.650","1993-09-01","F","2021-04-29","tXrxG9XUBt","home","784 st","Brooklyn","CA","50795","6jBEyCanLW","2002-08-01","7pFYfU2Q5d","tC2QtGqfpj","617.300","74.000"
"ciMW7Ns6OM","Rene","David","ReneDaviduUT","ReneDaviduUT@outlook.com","4352.420","2009-01-11","M","2021-04-29","h0EU0oKusJ","work","177 st","Daton","TX","37686","2cYinyAArY","2002-07-01","83S50VyP8c","ZpRqyYvwjE","134.180","164.000"
"UPBNx1BdG1","Kim","Paul","KimPaulD5b","KimPaulD5b@outlook.com","5662.140","2000-02-08","F","2021-04-29","bnpf1cyCKT","work","977 st","Buffalo","NY","31899","3W6Y7KVCK2","1996-01-01","8Q6mP4V85P","CJdB3nqBsi","695.480","64.000"
"UPBNx1BdG1","Kim","Paul","KimPaulD5b","KimPaulD5b@outlook.com","5662.140","2000-02-08","F","2021-04-29","OMfqA1xJjx","work","845 st","Brooklyn","OH","6996","3W6Y7KVCK2","1996-01-01","8Q6mP4V85P","CJdB3nqBsi","695.480","64.000"
"UPBNx1BdG1","Kim","Paul","KimPaulD5b","KimPaulD5b@outlook.com","5662.140","2000-02-08","F","2021-04-29","bnpf1cyCKT","work","977 st","Buffalo","NY","31899","7q6FN4E9az","1998-08-01","8Q6mP4V85P","CJdB3nqBsi","695.480","64.000"
"UPBNx1BdG1","Kim","Paul","KimPaulD5b","KimPaulD5b@outlook.com","5662.140","2000-02-08","F","2021-04-29","OMfqA1xJjx","work","845 st","Brooklyn","OH","6996","7q6FN4E9az","1998-08-01","8Q6mP4V85P","CJdB3nqBsi","695.480","64.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","kBAyEgDYBE","1996-08-01","90zryBV1eY","tC2QtGqfpj","612.300","63.000"
"fq26r9FEJv","Paul","David","PaulDavidm88","PaulDavidm88@yahoo.com","6568.410","2009-09-01","M","2021-04-29","GacqHEdQX8","work","851 st","London","OH","49562","LUtTYUw4mq","2005-11-01","90zryBV1eY","tC2QtGqfpj","612.300","63.000"
"X8LXiFzL16","Kiran","John","KiranJohnEm8","KiranJohnEm8@gmail.com","2647.450","1994-01-09","M","2021-04-29","TgKBrOfAKT","work","067 st","Daton","OH","7354","3Z1rwMnlhj","1995-04-01","9dfT7i95Ho","2wBXSwxsCj","259.810","60.000"
"X8LXiFzL16","Kiran","John","KiranJohnEm8","KiranJohnEm8@gmail.com","2647.450","1994-01-09","M","2021-04-29","uwHncLEryP","home","974 st","Daton","CA","70938","3Z1rwMnlhj","1995-04-01","9dfT7i95Ho","2wBXSwxsCj","259.810","60.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","Ca84oJPTaO","home","049 st","New York","OH","81048","s5UrhwUtER","2002-09-01","9GuQLYMc5v","tC2QtGqfpj","617.300","67.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","NWLrVAML6Z","work","683 st","London","TX","65383","s5UrhwUtER","2002-09-01","9GuQLYMc5v","tC2QtGqfpj","617.300","67.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","Ca84oJPTaO","home","049 st","New York","OH","81048","zT7MKpkQ04","1997-03-01","9GuQLYMc5v","tC2QtGqfpj","617.300","67.000"
"FMMtev6T23","Sai","Ann","SaiAnnF2b","SaiAnnF2b@yahoo.com","9052.580","1990-11-14","M","2021-04-29","NWLrVAML6Z","work","683 st","London","TX","65383","zT7MKpkQ04","1997-03-01","9GuQLYMc5v","tC2QtGqfpj","617.300","67.000"
"rf4mrvk1yE","David","Kieth","DavidKiethUTT","DavidKiethUTT@yahoo.com","12300.700","2008-07-05","M","2021-04-29","6PVsUEjDV9","work","054 st","Daton","CA","52383","82fb0gfavX","2008-05-01","9ifug6MPau","CJdB3nqBsi","695.480","11.000"
"rf4mrvk1yE","David","Kieth","DavidKiethUTT","DavidKiethUTT@yahoo.com","12300.700","2008-07-05","M","2021-04-29","6PVsUEjDV9","work","054 st","Daton","CA","52383","wlrC3J7p1a","2006-06-01","9ifug6MPau","CJdB3nqBsi","695.480","11.000"
"PCf6FiTHtU","Ann","Sai","AnnSai5Ex","AnnSai5Ex@gmail.com","8761.630","1998-07-19","M","2021-04-29","XkUVZnyHR4","work","698 st","New York","CA","8340","P2m6XZL11S","1995-02-01","a674G5hoQt","tC2QtGqfpj","615.300","57.000"
"iHsHwjFRIe","Paul","Malena","PaulMalenag5X","PaulMalenag5X@outlook.com","5047.640","2005-12-10","F","2021-04-29","BG6Kzqnm04","home","915 st","Brooklyn","OH","12774","8zUMMuAr3U","2007-10-01","abOTu6I8jj","CJdB3nqBsi","692.480","191.000"
"iHsHwjFRIe","Paul","Malena","PaulMalenag5X","PaulMalenag5X@outlook.com","5047.640","2005-12-10","F","2021-04-29","Wu8uwtBoOY","home","605 st","Buffalo","TX","87742","8zUMMuAr3U","2007-10-01","abOTu6I8jj","CJdB3nqBsi","692.480","191.000"
"IihKU0eQ1g","Doe","Kim","DoeKimsPb","DoeKimsPb@yahoo.com","8272.150","1998-11-17","F","2021-04-29","s2InrtBw8U","work","693 st","Brooklyn","NY","81435","xzJWvTio8L","1992-08-01","ACtZfGR9mK","CJdB3nqBsi","695.480","6.000"
"yCT89dLGfb","Jake","Kieth","JakeKiethgum","JakeKiethgum@outlook.com","8212.940","1994-10-11","M","2021-04-29","EsTFf9s7hh","work","911 st","Dallas","CA","42519","8WHLyKs2c9","2002-01-01","ajHHgUuvyu","ZpRqyYvwjE","137.180","140.000"
"ciMW7Ns6OM","Rene","David","ReneDaviduUT","ReneDaviduUT@outlook.com","4352.420","2009-01-11","M","2021-04-29","h0EU0oKusJ","work","177 st","Daton","TX","37686","2cYinyAArY","2002-07-01","aKz7Y3vvme","tC2QtGqfpj","615.300","103.000"
"GGEFzc7OAL","Ann","Rene","AnnRenevfu","AnnRenevfu@yahoo.com","2153.320","1993-09-28","M","2021-04-29","4GvonGQIR5","home","816 st","Brooklyn","CA","96578","CHl6tcV7pO","2001-03-01","Alg30i1cOK","tC2QtGqfpj","611.300","31.000"
"GGEFzc7OAL","Ann","Rene","AnnRenevfu","AnnRenevfu@yahoo.com","2153.320","1993-09-28","M","2021-04-29","4GvonGQIR5","home","816 st","Brooklyn","CA","96578","TTgBlVgbDp","1991-06-01","Alg30i1cOK","tC2QtGqfpj","611.300","31.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","mXPHKoz5SO","home","225 st","Dallas","OH","58754","jFLDEtjTUV","1990-11-01","aO9U7jtDSK","tC2QtGqfpj","614.300","10.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","yacYd9sVRj","home","087 st","Daton","NY","95837","jFLDEtjTUV","1990-11-01","aO9U7jtDSK","tC2QtGqfpj","614.300","10.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","mXPHKoz5SO","home","225 st","Dallas","OH","58754","wiHIZQCEgr","2002-12-01","aO9U7jtDSK","tC2QtGqfpj","614.300","10.000"
"7jd4IVcoEK","Malena","Candis","MalenaCandis0Is","MalenaCandis0Is@icloud.com","17424.780","1999-01-22","F","2021-04-29","yacYd9sVRj","home","087 st","Daton","NY","95837","wiHIZQCEgr","2002-12-01","aO9U7jtDSK","tC2QtGqfpj","614.300","10.000"
"rAelRfPw3B","Rene","Kieth","ReneKiethepW","ReneKiethepW@outlook.com","802.900","1995-10-11","F","2021-04-29","AHqpWBk3vx","work","569 st","Buffalo","CA","44344","3fCBduzXAX","1998-09-01","ArmNNDbI42","2wBXSwxsCj","258.810","133.000"
"rAelRfPw3B","Rene","Kieth","ReneKiethepW","ReneKiethepW@outlook.com","802.900","1995-10-11","F","2021-04-29","yCOklAl97x","work","848 st","New York","TX","90554","3fCBduzXAX","1998-09-01","ArmNNDbI42","2wBXSwxsCj","258.810","133.000"
"rAelRfPw3B","Rene","Kieth","ReneKiethepW","ReneKiethepW@outlook.com","802.900","1995-10-11","F","2021-04-29","AHqpWBk3vx","work","569 st","Buffalo","CA","44344","jDWi4cENAS","2001-12-01","ArmNNDbI42","2wBXSwxsCj","258.810","133.000"
"rAelRfPw3B","Rene","Kieth","ReneKiethepW","ReneKiethepW@outlook.com","802.900","1995-10-11","F","2021-04-29","yCOklAl97x","work","848 st","New York","TX","90554","jDWi4cENAS","2001-12-01","ArmNNDbI42","2wBXSwxsCj","258.810","133.000"
"lLpKRBRu6U","David","Sai","DavidSaiGS3","DavidSaiGS3@yahoo.com","1638.890","2002-07-01","M","2021-04-29","ksqGstDSkg","work","975 st","London","OH","93349","VJCLPJF3rX","1996-07-01","asGISsrK5l","tC2QtGqfpj","616.300","39.000"
"U5EAbHqyQk","Candis","Paul","CandisPaulbxr","CandisPaulbxr@icloud.com","10534.870","2004-12-01","F","2021-04-29","e0g9PNK6Zj","home","449 st","London","OH","48681","J6QNBf0uAW","1992-07-01","atDOSvkYRE","2wBXSwxsCj","254.810","87.000"
